GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE,REGION,HPV_INT_DOSES
COUNTRIES,BWA,Botswana,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,24564,3747.0,15.0,AFR,2 doses (6 months)
COUNTRIES,BRA,Brazil,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1455779,1221594.0,84.0,AMR,1 dose
COUNTRIES,BRN,Brunei,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2987,2644.0,89.0,WPR,2 doses (6 months)
COUNTRIES,BGR,Bulgaria,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,34978,1488.0,4.0,EUR,2 doses (6 months)
COUNTRIES,BFA,Burkina Faso,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,317729,221752.0,70.0,AFR,1 dose
COUNTRIES,CPV,Cabo Verde,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,4819,4917.0,99.0,AFR,1 dose
COUNTRIES,KHM,Cambodia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,CMR,Cameroon,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,362022,84299.0,23.0,AFR,1 dose
COUNTRIES,CAN,Canada,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,86.0,AMR,1 dose
COUNTRIES,CHL,Chile,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,121210,113345.0,94.0,AMR,1 dose
COUNTRIES,COL,Colombia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,352996,134111.0,38.0,AMR,1 dose
COUNTRIES,COK,Cook Islands,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,387,53.0,14.0,WPR,2 doses (6 months)
COUNTRIES,CRI,Costa Rica,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,35105,30011.0,85.0,AMR,2 doses (6 months)
COUNTRIES,CIV,Ivory Coast,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,766680,339952.0,44.0,AFR,1 dose
COUNTRIES,HRV,Croatia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,20068,11066.0,55.0,EUR,2 doses (6 months)
COUNTRIES,CYP,Cyprus,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,4668,3256.0,70.0,EUR,2 doses (6 months)
COUNTRIES,CZE,Czech Republic,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,71.0,EUR,2 doses (6 months)
COUNTRIES,DNK,Denmark,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,32726,29093.0,89.0,EUR,2 doses (6 months)
COUNTRIES,DMA,Dominica,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,550,456.0,83.0,AMR,1 dose
COUNTRIES,DOM,Dominican Republic,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,100758,21228.0,21.0,AMR,1 dose
COUNTRIES,ECU,Ecuador,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,163962,161471.0,98.0,AMR,1 dose
COUNTRIES,SLV,El Salvador,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,74002,47189.0,64.0,AMR,1 dose
COUNTRIES,ERI,Eritrea,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,262596,224764.0,86.0,AFR,2 doses (6 months)
COUNTRIES,EST,Estonia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,7776,3944.0,51.0,EUR,1 dose
COUNTRIES,SWZ,Eswatini,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,ETH,Ethiopia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1465329,879197.0,60.0,AFR,1 dose
COUNTRIES,FJI,Fiji,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,8462,6521.0,77.0,WPR,2 doses (6 months)
COUNTRIES,FIN,Finland,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,73.0,EUR,2 doses (6 months)
COUNTRIES,FRA,France,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,48.0,EUR,2 doses (6 months)
COUNTRIES,GMB,Gambia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,202879,0.0,0.0,AFR,1 dose
COUNTRIES,GEO,Georgia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,26004,12379.0,48.0,EUR,2 doses (6 months)
COUNTRIES,DEU,Germany,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,68.0,EUR,2 doses (6 months)
COUNTRIES,GRC,Greece,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,GRD,Grenada,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,846,130.0,15.0,AMR,1 dose
COUNTRIES,GTM,Guatemala,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,193215,49357.0,26.0,AMR,1 dose
COUNTRIES,GUY,Guyana,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,35478,5809.0,16.0,AMR,1 dose
COUNTRIES,HND,Honduras,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,104331,74553.0,71.0,AMR,1 dose
COUNTRIES,HUN,Hungary,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,46151,35770.0,78.0,EUR,2 doses (6 months)
COUNTRIES,ISL,Iceland,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2571,2165.0,84.0,EUR,2 doses (6 months)
COUNTRIES,IDN,Indonesia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2384648,677600.0,28.0,WPR,1 dose
COUNTRIES,IRL,Ireland,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,36028,29338.0,81.0,EUR,1 dose
COUNTRIES,ISR,Israel,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,76124,42099.0,55.0,EUR,2 doses (6 months)
COUNTRIES,ISR,Israel,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,76124,42099.0,55.0,EMR,2 doses (6 months)
COUNTRIES,ITA,Italy,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,272273,158141.0,58.0,EUR,2 doses (6 months)
COUNTRIES,JAM,Jamaica,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,20395,840.0,4.0,AMR,1 dose
COUNTRIES,JPN,Japan,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,538703,119327.0,22.0,WPR,2 doses (6 months)
COUNTRIES,KAZ,Kazakhstan,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,KEN,Kenya,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2137869,535717.0,25.0,AFR,1 dose
COUNTRIES,KIR,Kiribati,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,KWT,Kuwait,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,KGZ,Kyrgyzstan,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,269342,176150.0,65.0,EUR,1 dose
COUNTRIES,LAO,Laos,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,165933,89687.0,54.0,WPR,1 dose
COUNTRIES,LVA,Latvia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,10263,5706.0,56.0,EUR,2 doses (6 months)
COUNTRIES,LSO,Lesotho,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,156476,93000.0,59.0,AFR,2 doses (6 months)
COUNTRIES,LBR,Liberia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,71558,30117.0,42.0,AFR,1 dose
COUNTRIES,LBY,Libya,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EMR,
COUNTRIES,LTU,Lithuania,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,15196,8786.0,58.0,EUR,2 doses (6 months)
COUNTRIES,LUX,Luxembourg,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,86.0,EUR,2 doses (6 months)
COUNTRIES,MWI,Malawi,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,284014,37296.0,13.0,AFR,1 dose
COUNTRIES,MYS,Malaysia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,260940,94348.0,36.0,WPR,1 dose
COUNTRIES,MDV,Maldives,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,3653,3026.0,83.0,SEAR,1 dose
COUNTRIES,MLI,Mali,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,MLT,Malta,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2253,1921.0,85.0,EUR,2 doses (6 months)
COUNTRIES,MHL,Marshall Islands,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,471,311.0,66.0,WPR,2 doses (6 months)
COUNTRIES,MRT,Mauritania,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,375129,74825.0,20.0,AFR,1 dose
COUNTRIES,MUS,Mauritius,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6601,2758.0,42.0,AFR,2 doses (6 months)
COUNTRIES,MEX,Mexico,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2176714,1749441.0,80.0,AMR,1 dose
COUNTRIES,FSM,Micronesia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,10889,7622.0,70.0,WPR,2 doses (6 months)
COUNTRIES,MCO,Monaco,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EUR,2 doses (6 months)
COUNTRIES,MNG,Mongolia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,MNE,Montenegro,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,3696,1056.0,29.0,EUR,1 dose
COUNTRIES,MAR,Morocco,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,EMR,1 dose
COUNTRIES,MOZ,Mozambique,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,513225,480250.0,94.0,AFR,1 dose
COUNTRIES,MMR,Myanmar,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,426526,34772.0,8.0,SEAR,1 dose
COUNTRIES,NRU,Nauru,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,WPR,2 doses (6 months)
COUNTRIES,NLD,Netherlands,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,64.0,EUR,2 doses (6 months)
COUNTRIES,NZL,New Zealand,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,34849,24517.0,70.0,WPR,2 doses (6 months)
COUNTRIES,NGA,Nigeria,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,NIU,Niue,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,23,23.0,99.0,WPR,2 doses (6 months)
COUNTRIES,MKD,North Macedonia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,10859,5101.0,47.0,EUR,2 doses (6 months)
COUNTRIES,NOR,Norway,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,32630,31038.0,95.0,EUR,2 doses (6 months)
COUNTRIES,PLW,Palau,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,64.0,WPR,2 doses (6 months)
COUNTRIES,PAN,Panama,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,37557,35821.0,95.0,AMR,2 doses (6 months)
COUNTRIES,PRY,Paraguay,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,61379,27596.0,45.0,AMR,1 dose
COUNTRIES,PER,Peru,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,276833,196837.0,71.0,AMR,1 dose
COUNTRIES,PHL,Philippines,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,WPR,2 doses (6 months)
COUNTRIES,POL,Poland,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,PRT,Portugal,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,46561,43147.0,93.0,EUR,2 doses (6 months)
COUNTRIES,QAT,Qatar,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,KOR,South Korea,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,219507,154273.0,70.0,WPR,2 doses (6 months)
COUNTRIES,MDA,Moldova,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,20624,8135.0,39.0,EUR,2 doses (6 months)
COUNTRIES,ROU,Romania,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,RUS,Russia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,RWA,Rwanda,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,159035,132884.0,84.0,AFR,1 dose
COUNTRIES,KNA,Saint Kitts and Nevis,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,345,242.0,70.0,AMR,1 dose
COUNTRIES,LCA,Saint Lucia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1081,758.0,70.0,AMR,1 dose
COUNTRIES,VCT,Saint Vincent and the Grenadines,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,AMR,1 dose
COUNTRIES,WSM,Samoa,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,9862,8611.0,87.0,WPR,1 dose
COUNTRIES,SMR,San Marino,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,52.0,EUR,2 doses (6 months)
COUNTRIES,STP,São Tomé and Príncipe,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2853,2197.0,77.0,AFR,1 dose
COUNTRIES,SAU,Saudi Arabia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,257257,170324.0,66.0,EMR,2 doses (12 months)
COUNTRIES,SEN,Senegal,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,217872,109310.0,50.0,AFR,2 doses (6 months)
COUNTRIES,SRB,Serbia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,196376,3800.0,2.0,EUR,2 doses (6 months)
COUNTRIES,SYC,Seychelles,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,828,755.0,91.0,AFR,2 doses (6 months)
COUNTRIES,SLE,Sierra Leone,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,205754,152258.0,74.0,AFR,1 dose
COUNTRIES,SGP,Singapore,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,22834,16817.0,74.0,WPR,2 doses (6 months)
COUNTRIES,SVK,Slovakia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,33.0,EUR,2 doses (6 months)
COUNTRIES,SVN,Slovenia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,45.0,EUR,2 doses (6 months)
COUNTRIES,SLB,Solomon Islands,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,9556,3413.0,36.0,WPR,1 dose
COUNTRIES,ZAF,South Africa,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,41.0,AFR,1 dose
COUNTRIES,ESP,Spain,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,227721,205005.0,90.0,EUR,1 dose
COUNTRIES,LKA,Sri Lanka,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,174750,141262.0,81.0,SEAR,2 doses (6 months)
COUNTRIES,SUR,Suriname,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,5465,418.0,8.0,AMR,1 dose
COUNTRIES,SWE,Sweden,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,92.0,EUR,2 doses (6 months)
COUNTRIES,CHE,Switzerland,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,74.0,EUR,2 doses (6 months)
COUNTRIES,TJK,Tajikistan,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,THA,Thailand,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,,SEAR,1 dose
COUNTRIES,TLS,Timor-Leste,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,TGO,Togo,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,TON,Tonga,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,9217,1112.0,12.0,WPR,1 dose
COUNTRIES,TTO,Trinidad and Tobago,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,20492,4609.0,22.0,AMR,2 doses (6 months)
COUNTRIES,TUR,Turkey,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,TKM,Turkmenistan,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,76370,75360.0,99.0,EUR,1 dose
COUNTRIES,TUV,Tuvalu,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,99,79.0,80.0,WPR,1 dose
COUNTRIES,UGA,Uganda,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1294726,1134906.0,88.0,AFR,1 dose
COUNTRIES,UKR,Ukraine,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,ARE,United Arab Emirates,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,47436,17390.0,37.0,EMR,2 doses (6 months)
COUNTRIES,GBR,United Kingdom,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,400216,331666.0,83.0,EUR,1 dose
COUNTRIES,TZA,Tanzania,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,760235,617980.0,81.0,AFR,1 dose
COUNTRIES,USA,the United States of America,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,73.0,AMR,1 dose
COUNTRIES,URY,Uruguay,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,22631,12727.0,56.0,AMR,2 doses (6 months)
COUNTRIES,UZB,Uzbekistan,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,373945,373000.0,99.0,EUR,1 dose
COUNTRIES,VUT,Vanuatu,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,ZMB,Zambia,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,249409,163970.0,66.0,AFR,1 dose
COUNTRIES,ZWE,Zimbabwe,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,229257,13681.0,6.0,AFR,1 dose
COUNTRIES,ALB,Albania,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,1 dose
COUNTRIES,AND,Andorra,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,83.0,EUR,2 doses (6 months)
COUNTRIES,ATG,Antigua and Barbuda,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,2.0,AMR,2 doses (6 months)
COUNTRIES,ARG,Argentina,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,368495,279790.0,76.0,AMR,1 dose
COUNTRIES,ARM,Armenia,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,18178,1750.0,10.0,EUR,1 dose
COUNTRIES,AUS,Australia,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,74.0,WPR,1 dose
COUNTRIES,AUT,Austria,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,57.0,EUR,2 doses (6 months)
COUNTRIES,AZE,Azerbaijan,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,Not yet introduced
COUNTRIES,BHS,Bahamas,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,7.0,AMR,
COUNTRIES,BHR,Bahrain,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EMR,2 doses (6 months)
COUNTRIES,BGD,Bangladesh,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,SEAR,1 dose
COUNTRIES,BRB,Barbados,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1741,640.0,37.0,AMR,1 dose
COUNTRIES,BLR,Belarus,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,BEL,Belgium,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,77.0,EUR,2 doses (6 months)
COUNTRIES,BLZ,Belize,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,3453,290.0,8.0,AMR,1 dose
COUNTRIES,BTN,Bhutan,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6159,5733.0,93.0,SEAR,1 dose
COUNTRIES,BOL,Bolivia,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,119288,69339.0,58.0,AMR,1 dose
COUNTRIES,BIH,Bosnia and Herzegovina,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,EUR,2 doses (6 months)
COUNTRIES,BWA,Botswana,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,2 doses (6 months)
COUNTRIES,BRA,Brazil,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,1440539,1167045.0,81.0,AMR,1 dose
COUNTRIES,BRN,Brunei,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,2947,2745.0,93.0,WPR,2 doses (6 months)
COUNTRIES,BGR,Bulgaria,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,136849,3003.0,2.0,EUR,2 doses (6 months)
COUNTRIES,BFA,Burkina Faso,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,AFR,1 dose
COUNTRIES,CPV,Cabo Verde,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,4819,4635.0,96.0,AFR,1 dose
COUNTRIES,KHM,Cambodia,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,0.0,WPR,1 dose
COUNTRIES,CMR,Cameroon,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,355717,73956.0,21.0,AFR,1 dose
COUNTRIES,CAN,Canada,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,,,87.0,AMR,1 dose
COUNTRIES,CHL,Chile,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,121206,94955.0,78.0,AMR,1 dose
