GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER	DOSES	COVERAGE
COUNTRIES	HUN	Hungary	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	45325	36463	80.45.00
COUNTRIES	HUN	Hungary	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	47605	31240	66.02.00
COUNTRIES	ISL	Iceland	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	ISL	Iceland	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	2571	2230	87.14.00
COUNTRIES	IND	India	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	IND	India	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	IDN	Indonesia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	169295	151741	90.03.00
COUNTRIES	IDN	Indonesia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	IRN	Iran (Islamic Republic of)	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	IRN	Iran (Islamic Republic of)	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	IRQ	Iraq	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	IRQ	Iraq	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	IRL	Ireland	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	37457	25195	67.26.00
COUNTRIES	IRL	Ireland	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	36095	26084	72.26.00
COUNTRIES	ISR	Israel	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	78261	42198	54.32.00
COUNTRIES	ISR	Israel	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	80251	39381	49.07.00
COUNTRIES	ITA	Italy	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	270983	105085	39.18.00
COUNTRIES	ITA	Italy	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	287185	91351	32.21.00
COUNTRIES	JAM	Jamaica	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	21000	1305	6.21
COUNTRIES	JAM	Jamaica	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	JPN	Japan	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	JPN	Japan	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	527000	37556	7.13
COUNTRIES	JOR	Jordan	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	JOR	Jordan	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	KAZ	Kazakhstan	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	KAZ	Kazakhstan	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	KEN	Kenya	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	3370416	499620	15.22
COUNTRIES	KEN	Kenya	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	KIR	Kiribati	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	KIR	Kiribati	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	XKX	Kosovo (in accordance with UN Security Council resolution 1244 (1999))	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	XKX	Kosovo (in accordance with UN Security Council resolution 1244 (1999))	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	KWT	Kuwait	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	KWT	Kuwait	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	KGZ	Kyrgyzstan	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	KGZ	Kyrgyzstan	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	LAO	Lao People's Democratic Republic	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	77561	13765	18.15
COUNTRIES	LAO	Lao People's Democratic Republic	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	LVA	Latvia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	10263	5781	56.33.00
COUNTRIES	LVA	Latvia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	32013	1311	4.1
COUNTRIES	LBN	Lebanon	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	LBN	Lebanon	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	LSO	Lesotho	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	LSO	Lesotho	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	128558	86810	67.53.00
COUNTRIES	LBR	Liberia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	60459	20832	34.46.00
COUNTRIES	LBR	Liberia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	LBY	Libya	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	LBY	Libya	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	LTU	Lithuania	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	15196	9584	63.07.00
COUNTRIES	LTU	Lithuania	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	LUX	Luxembourg	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	LUX	Luxembourg	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	MDG	Madagascar	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	MDG	Madagascar	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MWI	Malawi	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	265099	37296	14.07
COUNTRIES	MWI	Malawi	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MYS	Malaysia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MYS	Malaysia	2022	HPV_FEM1	HPV Female, 1st dose	ADMIN	Administrative coverage	215369	201009	93.3
COUNTRIES	MYS	Malaysia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	215369	201009	93.3
COUNTRIES	MDV	Maldives	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MDV	Maldives	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	2152	1831	85.08.00
COUNTRIES	MLI	Mali	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	MLI	Mali	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MLT	Malta	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MLT	Malta	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	1921	1852	96.41.00
COUNTRIES	MLT	Malta	2022	HPV_FEM1	HPV Female, 1st dose	ADMIN	Administrative coverage		1921	
COUNTRIES	MHL	Marshall Islands	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	MHL	Marshall Islands	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MRT	Mauritania	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	42383	12223	29.24.00
COUNTRIES	MRT	Mauritania	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MUS	Mauritius	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	7152	1471	20.57
COUNTRIES	MUS	Mauritius	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MEX	Mexico	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MEX	Mexico	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	2184048	2278937	104
COUNTRIES	FSM	Micronesia (Federated States of)	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	2491	511	20.51
COUNTRIES	FSM	Micronesia (Federated States of)	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MCO	Monaco	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MCO	Monaco	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	MNG	Mongolia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MNG	Mongolia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	MNE	Montenegro	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage		1055	
COUNTRIES	MNE	Montenegro	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MSR	Montserrat	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MSR	Montserrat	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	MAR	Morocco	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	MAR	Morocco	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MOZ	Mozambique	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	MOZ	Mozambique	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MMR	Myanmar	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	515711	189892	37.22.00
COUNTRIES	MMR	Myanmar	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	NAM	Namibia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	NAM	Namibia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	NRU	Nauru	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	NRU	Nauru	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	189	76	40.21.00
COUNTRIES	NPL	Nepal	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	NPL	Nepal	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	NLD	Netherlands (Kingdom of the)	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	95339	60647	64.01.00
COUNTRIES	NLD	Netherlands (Kingdom of the)	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	NCL	New Caledonia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	NCL	New Caledonia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	NZL	New Zealand	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	34874	19237	55.16.00
COUNTRIES	NZL	New Zealand	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	37141	19801	53.31.00
COUNTRIES	NIC	Nicaragua	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	NIC	Nicaragua	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	NER	Niger	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	NER	Niger	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	NGA	Nigeria	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	NGA	Nigeria	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	NIU	Niue	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	23	23	100
COUNTRIES	NIU	Niue	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	20	20	100
COUNTRIES	MKD	North Macedonia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	MKD	North Macedonia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	10395	5461	52.53.00
COUNTRIES	MNP	Northern Mariana Islands	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	3690	510	14.22
COUNTRIES	MNP	Northern Mariana Islands	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	3929	466	12.26
COUNTRIES	NOR	Norway	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	33873	30307	89.47.00
COUNTRIES	NOR	Norway	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	32096	29722	92.6
COUNTRIES	PSE	occupied Palestinian territory, including east Jerusalem	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	PSE	occupied Palestinian territory, including east Jerusalem	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	OMN	Oman	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	OMN	Oman	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	PAK	Pakistan	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	PAK	Pakistan	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	PLW	Palau	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	852	299	35.09.00
COUNTRIES	PLW	Palau	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	PAN	Panama	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	35869	24865	69.32.00
COUNTRIES	PAN	Panama	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	37407	21887	58.51.00
COUNTRIES	PNG	Papua New Guinea	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	PNG	Papua New Guinea	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	PRY	Paraguay	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	68721	3624	5.27
COUNTRIES	PRY	Paraguay	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	PER	Peru	2022	HPV_FEM1	HPV Female, 1st dose	ADMIN	Administrative coverage	304736	368220	121.23.00
COUNTRIES	PER	Peru	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	PER	Peru	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	304736	227965	75.21.00
COUNTRIES	PHL	Philippines	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	PHL	Philippines	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	POL	Poland	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	POL	Poland	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	PRT	Portugal	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	PRT	Portugal	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	QAT	Qatar	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	QAT	Qatar	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	KOR	Republic of Korea	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	KOR	Republic of Korea	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	216793	142590	66.17.00
COUNTRIES	MDA	Republic of Moldova	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	18939	8858	47.17.00
COUNTRIES	MDA	Republic of Moldova	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	ROU	Romania	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	ROU	Romania	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	RUS	Russian Federation	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	RUS	Russian Federation	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage		113186	
COUNTRIES	RWA	Rwanda	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	141629	120762	85.27.00
COUNTRIES	RWA	Rwanda	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	KNA	Saint Kitts and Nevis	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	345	248	72.28.00
COUNTRIES	KNA	Saint Kitts and Nevis	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	411	295	72.18.00
COUNTRIES	LCA	Saint Lucia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	1085	825	76.04.00
COUNTRIES	LCA	Saint Lucia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	1058	674	64.11.00
COUNTRIES	VCT	Saint Vincent and the Grenadines	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	VCT	Saint Vincent and the Grenadines	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	WSM	Samoa	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	WSM	Samoa	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	9862	8611	87.31.00
COUNTRIES	SMR	San Marino	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	158	78	49.37.00
COUNTRIES	SMR	San Marino	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SAU	Saudi Arabia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SAU	Saudi Arabia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	230818	170324	74.19.00
COUNTRIES	SEN	Senegal	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SEN	Senegal	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	217231	31856	15.06
COUNTRIES	SRB	Serbia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	SRB	Serbia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SYC	Seychelles	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	834	684	82.01.00
COUNTRIES	SYC	Seychelles	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SLE	Sierra Leone	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SLE	Sierra Leone	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	195368	182352	93.34.00
COUNTRIES	SGP	Singapore	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	16575	14823	89.43.00
COUNTRIES	SGP	Singapore	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SVK	Slovakia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SVK	Slovakia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	SVN	Slovenia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	11539	5046	44.13.00
COUNTRIES	SVN	Slovenia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SLB	Solomon Islands	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	65670	3413	5.2
COUNTRIES	SLB	Solomon Islands	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SOM	Somalia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SOM	Somalia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	ZAF	South Africa	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	467375	431466	92.32.00
COUNTRIES	ZAF	South Africa	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SSD	South Sudan	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	0	0	
COUNTRIES	SSD	South Sudan	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	0	0	
COUNTRIES	ESP	Spain	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	ESP	Spain	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	228060	183653	
COUNTRIES	LKA	Sri Lanka	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	168612	84181	50.33.00
COUNTRIES	LKA	Sri Lanka	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SDN	Sudan	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SDN	Sudan	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	SUR	Suriname	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	SUR	Suriname	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	3191	418	13.1
COUNTRIES	SWE	Sweden	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			77.6
COUNTRIES	SWE	Sweden	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			83.2
COUNTRIES	CHE	Switzerland	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			49
COUNTRIES	CHE	Switzerland	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			71
COUNTRIES	SYR	Syrian Arab Republic	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	SYR	Syrian Arab Republic	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	TJK	Tajikistan	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	TJK	Tajikistan	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	THA	Thailand	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	THA	Thailand	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	TLS	Timor-Leste	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	TLS	Timor-Leste	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	TGO	Togo	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	TGO	Togo	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	TKL	Tokelau	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	150	150	100
COUNTRIES	TKL	Tokelau	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	125	125	100
COUNTRIES	TON	Tonga	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	9012	1842	20.44
COUNTRIES	TON	Tonga	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	TTO	Trinidad and Tobago	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	TTO	Trinidad and Tobago	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	TUN	Tunisia	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	TUN	Tunisia	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	TUR	Türkiye	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	TUR	Türkiye	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	TKM	Turkmenistan	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			98.7
COUNTRIES	TKM	Turkmenistan	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			98.7
COUNTRIES	TCA	Turks and Caicos Islands	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	200	116	58
COUNTRIES	TCA	Turks and Caicos Islands	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	300	233	78.07.00
COUNTRIES	TUV	Tuvalu	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	TUV	Tuvalu	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	99	79	79.8
COUNTRIES	UGA	Uganda	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	UGA	Uganda	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	680039	1134883	167.28.00
COUNTRIES	UKR	Ukraine	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	UKR	Ukraine	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	ARE	United Arab Emirates	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	18377	14470	79
COUNTRIES	ARE	United Arab Emirates	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	GBR	United Kingdom of Great Britain and Northern Ireland	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	351367	219187	62.38.00
COUNTRIES	GBR	United Kingdom of Great Britain and Northern Ireland	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	339503	228557	67.32.00
COUNTRIES	TZA	United Republic of Tanzania	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	TZA	United Republic of Tanzania	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	735349	467822	64.02.00
COUNTRIES	USA	United States of America	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage			
COUNTRIES	USA	United States of America	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	URY	Uruguay	2022	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage	122879	22464	18.28
COUNTRIES	URY	Uruguay	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	117865	34888	29.6
COUNTRIES	UZB	Uzbekistan	2022	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	373945	372012	99.48.00
